temp_measured;r_ntc;temp_calc;temp_diff
-60,0;698,967;-59,6711034627;-0,32889653729
-59,0;647,619;-58,6910812467;-0,308918753276
-58,0;600,366;-57,7102799842;-0,289720015758
-57,0;556,872;-56,7290524745;-0,270947525529
-56,0;516,809;-55,7472575265;-0,252742473549
-55,0;479,895;-54,765160826;-0,234839174024
-54,0;445,844;-53,7822014813;-0,217798518722
-53,0;414,433;-52,7988913881;-0,201108611927
-52,0;385,44;-51,8151988804;-0,184801119592
-51,0;358,655;-50,830782216;-0,169217783984
-50,0;333,914;-49,8463503381;-0,153649661861
-49,0;311,028;-48,8610133056;-0,138986694398
-48,0;289,859;-47,875333994;-0,124666006002
-47,0;270,265;-46,8891734178;-0,110826582201
-46,0;252,115;-45,902284543;-0,0977154570215
-45,0;235,305;-44,9153237025;-0,084676297485
-44,0;219,722;-43,9279199598;-0,0720800402233
-43,0;205,266;-42,9398525337;-0,0601474662847
-42,0;191,856;-41,9516580294;-0,0483419705535
-41,0;179,403;-40,9627729037;-0,0372270962619
-40,0;167,835;-39,9733535971;-0,026646402882
-39,0;157,089;-38,983882531;-0,0161174690286
-38,0;147,096;-37,993794937;-0,00620506298742
-37,0;137,803;-37,0035406636;0,00354066356985
-36,0;129,153;-36,0126781783;0,0126781782898
-35,0;121,097;-35,0210987618;0,0210987618442
-34,0;113,598;-34,0297759104;0,0297759104228
-33,0;106,609;-33,0379818484;0,0379818484221
-32,0;100,092;-32,0456559015;0,0456559015248
-31,0;94,013;-31,0528922621;0,0528922621428
-30,0;88,342;-30,0600446917;0,0600446916888
-29,0;83,046;-29,0664985992;0,0664985992029
-28,0;78,1;-28,0726397244;0,0726397244367
-27,0;73,48;-27,0787256193;0,0787256193386
-26,0;69,161;-26,0843839474;0,0843839474006
-25,0;65,122;-25,0896946364;0,0896946363941
-24,0;61,343;-24,0945896913;0,0945896912965
-23,0;57,807;-23,0994187517;0,0994187517364
-22,0;54,496;-22,1038895215;0,103889521459
-21,0;51,394;-21,1078650256;0,107865025616
-20,0;48,487;-20,1114676022;0,111467602183
-19,0;45,763;-19,1152073899;0,115207389929
-18,0;43,207;-18,1181243685;0,118124368499
-17,0;40,81;-17,1211775673;0,121177567262
-16,0;38,561;-16,1242930959;0,124293095883
-15,0;36,447;-15,1260129595;0,126012959545
-14,0;34,464;-14,128792124;0,128792123986
-13,0;32,599;-13,1304129973;0,130412997269
-12,0;30,846;-12,1318097794;0,13180977935
-11,0;29,199;-11,1338272611;0,133827261087
-10,0;27,649;-10,1351836559;0,135183655947
-9,0;26,19;-9,13603147498;0,136031474975
-8,0;24,817;-8,13698948173;0,136989481731
-7,0;23,523;-7,13691628344;0,136916283444
-6,0;22,305;-6,13744107907;0,137441079075
-5,0;21,1573;-5,13787313351;0,137873133514
-4,0;20,0747;-4,13749807592;0,137498075924
-3,0;19,0543;-3,13744230187;0,137442301866
-2,0;18,0914;-2,13689148328;0,13689148328
-1,0;17,1831;-1,13657011016;0,136570110157
0,0;16,3254;-0,135770739718;0,135770739718
1,0;15,5152;0,865530969274;0,134469030726
2,0;14,75;1,86683020993;0,133169790068
3,0;14,0271;2,86805751281;0,131942487186
4,0;13,3438;3,86940224382;0,130597756181
5,0;12,6978;4,8707312054;0,129268794602
6,0;12,0863;5,87298589273;0,127014107271
7,0;11,508;6,87491086654;0,125089133455
8,0;10,9608;7,87670843091;0,123291569089
9,0;10,4426;8,87888551794;0,121114482059
10,0;9,9518;9,88126302578;0,118736974217
11,0;9,4868;10,8838572278;0,116142772159
12,0;9,0463;11,8862216812;0,113778318777
13,0;8,6287;12,8887824738;0,111217526212
14,0;8,2325;13,8920344202;0,107965579759
15,0;7,857;14,8946095212;0,105390478766
16,0;7,5006;15,8976550757;0,102344924329
17,0;7,1623;16,9009708027;0,0990291973014
18,0;6,8413;17,9038790965;0,0961209035294
19,0;6,5364;18,9071167229;0,0928832770726
20,0;6,2468;19,9103704432;0,0896295567599
21,0;5,9716;20,913834553;0,0861654469895
22,0;5,71;21,9175518993;0,0824481006885
23,0;5,4613;22,9213550093;0,0786449906825
24,0;5,225;23,9243621998;0,0756378001985
25,0;5,0;24,9284474903;0,0715525096884
26,0;4,786;25,9322225394;0,0677774606005
27,0;4,5824;26,935700432;0,0642995680139
28,0;4,3885;27,9396159869;0,0603840130798
29,0;4,2039;28,9433643882;0,0566356118268
30,0;4,028;29,9475598022;0,0524401977798
31,0;3,8605;30,9512731325;0,0487268674639
32,0;3,7008;31,955488724;0,0445112759537
33,0;3,5486;32,9595330904;0,0404669095959
34,0;3,4035;33,9634678497;0,0365321502888
35,0;3,2651;34,9675325676;0,0324674324407
36,0;3,1331;35,9713965786;0,0286034213904
37,0;3,0071;36,9756377516;0,0243622483836
38,0;2,8869;37,9793930042;0,0206069958306
39,0;2,7721;38,9835734848;0,0164265151996
40,0;2,6624;39,9884825234;0,0115174765574
41,0;2,5578;40,9916779596;0,00832204039091
42,0;2,4577;41,9965602235;0,00343977646969
43,0;2,3621;43,0008808771;-0,000880877087866
44,0;2,2708;44,0043420341;-0,00434203413022
45,0;2,18345;45,0085023025;-0,00850230253906
46,0;2,09993;46,012526196;-0,0125261960004
47,0;2,02004;47,0165795376;-0,0165795375836
48,0;1,9436;48,0207241165;-0,0207241165291
49,0;1,8705;49,0241807892;-0,0241807892089
50,0;1,80049;50,0282110109;-0,0282110108947
51,0;1,73346;51,0322927824;-0,032292782383
52,0;1,6693;52,0359288385;-0,0359288384581
53,0;1,60781;53,0401586;-0,0401585999861
54,0;1,54896;54,0433691123;-0,0433691123465
55,0;1,49254;55,047049615;-0,0470496150221
56,0;1,43846;56,0508021428;-0,0508021427929
57,0;1,38662;57,054467373;-0,0544673730228
58,0;1,33693;58,0577653476;-0,0577653476379
59,0;1,28926;59,0613414575;-0,0613414575333
60,0;1,24353;60,064944825;-0,0649448249715
61,0;1,1997;61,0674534926;-0,0674534925726
62,0;1,15759;62,0710702641;-0,071070264128
63,0;1,11718;63,0744287225;-0,0744287224709
64,0;1,07837;64,0781378968;-0,0781378968136
65,0;1,04115;65,0805392497;-0,08053924974
66,0;1,00538;66,0835182319;-0,0835182318754
67,0;0,97103;67,0861068188;-0,0861068188244
68,0;0,93802;68,0888202107;-0,0888202106771
69,0;0,9063;69,0913903591;-0,0913903590604
70,0;0,87581;70,0939349321;-0,0939349320852
71,0;0,8465;71,0963367061;-0,0963367060898
72,0;0,81831;72,0989148638;-0,0989148637735
73,0;0,79121;73,1010003478;-0,101000347813
74,0;0,76514;74,1030819278;-0,103081927751
75,0;0,74006;75,1050038929;-0,105003892902
76,0;0,71593;76,1066731006;-0,106673100647
77,0;0,69268;77,1093879353;-0,109387935345
78,0;0,67034;78,1101686464;-0,110168646436
79,0;0,64882;79,1113393217;-0,111339321725
80,0;0,62809;80,1127275992;-0,112727599226
81,0;0,60811;81,1147225222;-0,114722522216
82,0;0,58888;82,1157281331;-0,115728133072
83,0;0,57036;83,116181748;-0,116181747961
84,0;0,5525;84,1172442681;-0,117244268139
85,0;0,53529;85,1179623196;-0,117962319588
86,0;0,5187;86,1185386664;-0,118538666402
87,0;0,5027;87,1192834013;-0,119283401303
